-19.934 72.2498588636	 0.335161	0.342559	0.396301	0.498929	1.19683	1.0879	1.24096	1.24203	1.28258	1.51898	2.15172	3.02221	4.31762	6.46833	12.8604	20.9203	13.3663
-19.933 69.8410871929	 0.331094	0.338357	0.391075	0.491556	1.16959	1.0643	1.21222	1.21331	1.25244	1.48024	2.08669	2.91496	4.13668	6.14337	11.9965	19.2411	14.3769
-19.932 67.8496073665	 0.3271	0.334232	0.385953	0.484345	1.14326	1.04146	1.18446	1.18556	1.22335	1.44294	2.02453	2.81327	3.96671	5.84172	11.2128	17.7395	15.4977
-19.931 66.2558519494	0.323179	0.330182	0.38093	0.477291	1.11781	1.01935	1.15763	1.15875	1.19526	1.40704	1.9651	2.71675	3.80685	5.56127	10.5	16.394	16.7437
-19.93 65.0467298886	 0.319327	0.326204	0.376005	0.47039	1.09319	0.997927	1.13171	1.13283	1.16812	1.37244	1.90822	2.62506	3.65633	5.30012	9.85033	15.1856	18.1322
-19.929 64.2154276629	 0.315544	0.322299	0.371174	0.463637	1.06937	0.977172	1.10664	1.10777	1.14189	1.33911	1.85376	2.5379	3.51443	5.05658	9.25685	14.0978	19.6828
-19.928 63.7612159106	 0.311827	0.318463	0.366436	0.457028	1.04632	0.957055	1.0824	1.08353	1.11653	1.30696	1.80158	2.45496	3.38053	4.82913	8.71352	13.1162	21.418
-19.927 63.6892358433	   0.308176	0.314694	0.361788	0.45056	1.02401	0.937551	1.05894	1.06007	1.092	1.27596	1.75156	2.37598	3.25404	4.61641	8.21506	12.2283	23.3634
-19.926 64.0102019591	 0.304588	0.310993	0.357228	0.444227	1.0024	0.918635	1.03623	1.03737	1.06827	1.24604	1.70358	2.30073	3.13444	4.4172	7.75684	11.4232	25.5475
-19.925 64.7399087328	 0.301063	0.307356	0.352753	0.438027	0.981463	0.900284	1.01424	1.01538	1.0453	1.21715	1.65753	2.22896	3.02123	4.2304	7.33479	10.6916	28.0017
-19.924 65.8983618033	 0.297598	0.303782	0.348361	0.431956	0.961173	0.882475	0.992936	0.994081	1.02306	1.18926	1.61331	2.16047	2.91398	4.05501	6.94531	10.0251	30.7598
-19.923 67.5082618933	 0.294193	0.300271	0.344051	0.426009	0.941504	0.865188	0.972298	0.973444	1.00152	1.16231	1.57083	2.09506	2.81228	3.89015	6.58523	9.41663	33.8566
-19.922 69.5924490274	 0.290846	0.29682	0.339821	0.420185	0.92243	0.848403	0.952294	0.95344	0.980654	1.13625	1.53	2.03256	2.71575	3.73499	6.25175	8.85991	37.3256
-19.921 72.169773274	 0.287555	0.293428	0.335667	0.414479	0.903928	0.832099	0.932899	0.934044	0.960428	1.11107	1.49072	1.97279	2.62406	3.58881	5.94237	8.34947	41.1952
-19.92 75.2487301422	 0.28432	0.290093	0.33159	0.408888	0.885975	0.81626	0.914089	0.915232	0.940819	1.0867	1.45293	1.9156	2.53689	3.45092	5.6549	7.88049	45.4823
-19.919 78.8181700657	 0.281139	0.286815	0.327586	0.403409	0.86855	0.800867	0.89584	0.896981	0.921802	1.06313	1.41656	1.86084	2.45395	3.32074	5.38734	7.44876	50.1831
-19.918 82.8346353896	 0.278012	0.283593	0.323654	0.39804	0.851633	0.785904	0.87813	0.879269	0.903354	1.04031	1.38152	1.80839	2.37498	3.19769	5.13795	7.05056	55.2609
-19.917 87.2066779	 0.274936	0.280424	0.319793	0.392777	0.835203	0.771356	0.860938	0.862074	0.885453	1.01822	1.34776	1.7581	2.29972	3.08127	4.90516	6.6826	60.6302
-19.916 91.7782044531	  0.27191	0.277308	0.316	0.387617	0.819243	0.757206	0.844245	0.845377	0.868077	0.996817	1.31522	1.70987	2.22796	2.97103	4.68754	6.34198	66.1401
-19.915 96.315633129	 0.268935	0.274244	0.312274	0.382559	0.803735	0.743442	0.828031	0.82916	0.851205	0.976082	1.28384	1.66359	2.15947	2.86653	4.48384	6.02614	71.5618
-19.914 100.506813964	 0.266008	0.27123	0.308613	0.377598	0.788661	0.730048	0.812279	0.813403	0.83482	0.955985	1.25356	1.61914	2.09407	2.7674	4.2929	5.73278	76.5876
-19.913 103.981246355	 0.263128	0.268265	0.305017	0.372734	0.774007	0.717012	0.79697	0.798089	0.818901	0.9365	1.22434	1.57645	2.03157	2.67326	4.11372	5.45987	80.8507
-19.912 106.35775574	 0.260295	0.265349	0.301483	0.367962	0.759755	0.704321	0.782089	0.783203	0.803432	0.917602	1.19612	1.53541	1.97181	2.5838	3.94535	5.2056	83.9734
-19.911 107.315105105	 0.257508	0.26248	0.29801	0.363282	0.745893	0.691963	0.767619	0.768728	0.788396	0.899269	1.16886	1.49594	1.91463	2.49871	3.78696	4.96833	85.6378
-19.91 106.665962215	  0.254764	0.259657	0.294596	0.35869	0.732406	0.679927	0.753546	0.754649	0.773777	0.881478	1.14252	1.45797	1.85988	2.41772	3.63778	4.74663	85.6592
-19.909 104.4052845	 0.252065	0.25688	0.291241	0.354184	0.71928	0.668201	0.739856	0.740953	0.759559	0.864209	1.11705	1.42142	1.80743	2.34057	3.49713	4.53917	84.0354
-19.908 100.710958004	 0.249408	0.254147	0.287942	0.349763	0.706503	0.656775	0.726534	0.727625	0.745729	0.84744	1.09242	1.38621	1.75715	2.26702	3.36437	4.3448	80.9464
-19.907 95.8963692715	                               0.246793	0.251457	0.2847	0.345424	0.694062	0.645639	0.713568	0.714653	0.732272	0.831153	1.0686	1.35229	1.70893	2.19685	3.23894	4.16244	76.7079
-19.906 90.3366617204	 0.244218	0.24881	0.281512	0.341165	0.681947	0.634784	0.700945	0.702024	0.719175	0.815329	1.04554	1.3196	1.66265	2.12986	3.12031	3.99115	71.6969
-19.905 84.3976697841	 0.241684	0.246204	0.278376	0.336984	0.670145	0.624199	0.688653	0.689725	0.706425	0.799952	1.02322	1.28807	1.61822	2.06587	3.008	3.83007	66.2811
-19.904 78.3874725256	 0.239189	0.243638	0.275293	0.33288	0.658646	0.613876	0.676681	0.677746	0.694011	0.785004	1.0016	1.25765	1.57553	2.00469	2.90158	3.6784	60.7703
-19.903 72.5354495826	 0.236732	0.241113	0.272261	0.32885	0.64744	0.603806	0.665017	0.666076	0.68192	0.770471	0.980663	1.22829	1.5345	1.94618	2.80065	3.53544	55.3953
-19.902 66.9928549069	 0.234313	0.238627	0.269279	0.324893	0.636516	0.593982	0.653652	0.654704	0.670141	0.756336	0.960369	1.19994	1.49505	1.89017	2.70484	3.40055	50.3088
-19.901 61.8453836763	 0.231931	0.236179	0.266345	0.321006	0.625866	0.584395	0.642575	0.643619	0.658665	0.742585	0.940696	1.17256	1.45708	1.83652	2.61382	3.27313	45.5977
-19.9 57.1297039118	  0.229585	0.233768	0.263459	0.317189	0.615481	0.575038	0.631777	0.632814	0.647479	0.729205	0.921619	1.1461	1.42054	1.78512	2.52727	3.15266	41.2999
-19.899 52.8490873472	 0.227275	0.231394	0.26062	0.313439	0.605351	0.565903	0.621247	0.622277	0.636576	0.716182	0.903115	1.12052	1.38535	1.73582	2.44491	3.03864	37.4197
-19.898 48.9860320857	 0.224999	0.229056	0.257826	0.309756	0.595469	0.556984	0.610979	0.612001	0.625945	0.703505	0.885161	1.09579	1.35144	1.68853	2.36647	2.93063	33.9408
-19.897 45.5114902676	 0.222757	0.226753	0.255077	0.306137	0.585826	0.548273	0.600962	0.601977	0.615578	0.69116	0.867735	1.07186	1.31876	1.64313	2.29171	2.82821	30.8348
-19.896 42.3911319305	 0.220548	0.224485	0.252371	0.302581	0.576416	0.539765	0.591189	0.592196	0.605465	0.679136	0.850817	1.04871	1.28724	1.59953	2.22041	2.73101	28.0685
-19.895 39.5893300613	 0.218372	0.222251	0.249709	0.299086	0.567229	0.531453	0.581652	0.582652	0.595599	0.667422	0.834388	1.02629	1.25683	1.55763	2.15236	2.63869	25.607
-19.894 37.0715271686	  0.216228	0.22005	0.247088	0.295652	0.55826	0.523331	0.572343	0.573335	0.585972	0.656009	0.818428	1.00458	1.22748	1.51735	2.08737	2.55092	23.4164
-19.893 34.80551656	   0.214115	0.217881	0.244508	0.292276	0.549502	0.515393	0.563256	0.56424	0.576576	0.644885	0.80292	0.983555	1.19915	1.47859	2.02525	2.46742	21.4653
-19.892 32.762029991	  0.212033	0.215744	0.241968	0.288958	0.540947	0.507635	0.554382	0.55536	0.567404	0.63404	0.787848	0.963178	1.17178	1.4413	1.96585	2.38791	19.725
-19.891 30.9149025354	 0.209982	0.213638	0.239468	0.285696	0.532591	0.50005	0.545717	0.546687	0.558448	0.623467	0.773195	0.943425	1.14533	1.40539	1.909	2.31216	18.1699
-19.89 29.2409939734	 0.20796	0.211564	0.237006	0.282488	0.524426	0.492633	0.537252	0.538215	0.549702	0.613155	0.758946	0.924271	1.11976	1.37081	1.85456	2.23992	16.7776
-19.889 27.7199812027	 0.205967	0.209519	0.234582	0.279335	0.516447	0.48538	0.528983	0.529938	0.541159	0.603096	0.745086	0.905693	1.09504	1.33747	1.8024	2.17098	15.5282
-19.888 26.3340923338	  0.204002	0.207503	0.232195	0.276234	0.508649	0.478285	0.520903	0.52185	0.532814	0.593282	0.731601	0.887667	1.07112	1.30533	1.7524	2.10516	14.4044
-19.887 25.0678244357	 0.202066	0.205517	0.229844	0.273184	0.501026	0.471345	0.513006	0.513945	0.52466	0.583705	0.718478	0.870173	1.04798	1.27433	1.70444	2.04226	13.3911
-19.886 23.9076686001	 0.200157	0.203559	0.227529	0.270184	0.493572	0.464555	0.505287	0.506219	0.516691	0.574358	0.705704	0.853189	1.02557	1.24442	1.65841	1.98211	12.4754
-19.885 22.8418546336	 0.198275	0.201628	0.225248	0.267234	0.486283	0.457909	0.49774	0.498665	0.508903	0.565233	0.693266	0.836696	1.00387	1.21554	1.6142	1.92457	11.6459
-19.884 21.8601208091	 0.196419	0.199725	0.223002	0.264331	0.479154	0.451406	0.490361	0.491278	0.501288	0.556323	0.681154	0.820675	0.982855	1.18765	1.57173	1.86948	10.8926
-19.883 20.9535101006	 0.194589	0.197849	0.220788	0.261476	0.472181	0.445039	0.483145	0.484055	0.493843	0.547622	0.669356	0.805108	0.962487	1.16071	1.53091	1.8167	10.2069
-19.882 20.1141920925	 0.192784	0.195999	0.218608	0.258666	0.465358	0.438806	0.476087	0.476989	0.486563	0.539123	0.657861	0.789979	0.942743	1.13467	1.49164	1.76611	9.58147
-19.881 19.3353086196	 0.191005	0.194175	0.21646	0.255901	0.458682	0.432703	0.469181	0.470076	0.479441	0.53082	0.646658	0.775271	0.923599	1.10949	1.45386	1.71759	9.00966
-19.88 18.6108407069	 0.18925	0.192377	0.214343	0.253181	0.452148	0.426726	0.462425	0.463312	0.472475	0.522707	0.635739	0.760969	0.90503	1.08514	1.41749	1.67103	8.48577
-19.879 17.9354942665	 0.187519	0.190603	0.212257	0.250504	0.445753	0.420872	0.455813	0.456693	0.465659	0.514778	0.625093	0.747057	0.887013	1.06157	1.38245	1.62633	8.00479
-19.878 17.304602107	 0.185812	0.188853	0.210202	0.247868	0.439492	0.415137	0.449342	0.450215	0.45899	0.507028	0.614712	0.733523	0.869527	1.03877	1.3487	1.58338	7.56231
-19.877 16.7140400064	 0.184128	0.187128	0.208176	0.245274	0.433362	0.409519	0.443008	0.443873	0.452462	0.499451	0.604587	0.720352	0.852552	1.01668	1.31616	1.54211	7.15448
-19.876 16.1601548422	 0.182466	0.185426	0.206179	0.242721	0.427359	0.404014	0.436806	0.437664	0.446072	0.492042	0.594709	0.707532	0.836067	0.995296	1.28478	1.50242	6.77787
-19.875 15.6397030191	       0.180828	0.183747	0.204211	0.240207	0.42148	0.398619	0.430733	0.431585	0.439817	0.484797	0.585071	0.69505	0.820055	0.974573	1.2545	1.46423	6.42947
-19.874 15.1497976719	 0.179211	0.182091	0.202271	0.237732	0.415721	0.393331	0.424786	0.42563	0.433692	0.477711	0.575664	0.682895	0.804496	0.954489	1.22527	1.42747	6.1066
-19.873 14.6878633377	 0.177615	0.180457	0.200358	0.235295	0.410079	0.388147	0.418961	0.419798	0.427694	0.470778	0.566483	0.671055	0.789375	0.935016	1.19705	1.39208	5.80689
-19.872 14.2515969818	 0.176041	0.178845	0.198472	0.232896	0.404551	0.383065	0.413255	0.414085	0.421819	0.463995	0.557518	0.65952	0.774675	0.916131	1.16979	1.35797	5.52823
-19.871 13.8389344315	 0.174488	0.177254	0.196613	0.230532	0.399134	0.378082	0.407665	0.408488	0.416065	0.457357	0.548765	0.648278	0.76038	0.897811	1.14345	1.3251	5.26874
-19.87 13.4480214132	 0.172955	0.175685	0.19478	0.228205	0.393825	0.373196	0.402187	0.403003	0.410427	0.45086	0.540215	0.637321	0.746477	0.880033	1.11798	1.2934	5.02674
-19.869 13.0771885146	 0.171442	0.174136	0.192972	0.225913	0.388621	0.368403	0.396818	0.397628	0.404903	0.444501	0.531864	0.626639	0.73295	0.862776	1.09335	1.26282	4.80072
-19.868 12.724929495	   0.169949	0.172608	0.191189	0.223655	0.383519	0.363702	0.391556	0.392359	0.399489	0.438275	0.523704	0.616223	0.719787	0.84602	1.06952	1.23331	4.58933
-19.867 12.3898824592	 0.168475	0.171099	0.189431	0.22143	0.378517	0.359091	0.386398	0.387194	0.394183	0.432179	0.51573	0.606063	0.706974	0.829746	1.04646	1.20481	4.39137
-19.866 12.0708134814	 0.167021	0.169611	0.187697	0.219239	0.373612	0.354566	0.381341	0.382131	0.388982	0.426208	0.507937	0.596152	0.694499	0.813936	1.02413	1.17729	4.20573
-19.865 11.7666023307	 0.165585	0.168141	0.185987	0.21708	0.368801	0.350126	0.376383	0.377166	0.383883	0.420361	0.500318	0.586482	0.682351	0.798572	1.00251	1.15069	4.03143
-19.864 11.4762300028	 0.164167	0.166691	0.1843	0.214952	0.364083	0.345769	0.37152	0.372296	0.378883	0.414633	0.49287	0.577045	0.670518	0.783637	0.981561	1.12498	3.86758
-19.863 11.1987678056	 0.162768	0.165259	0.182636	0.212856	0.359455	0.341493	0.366751	0.367521	0.373981	0.409021	0.485586	0.567833	0.658989	0.769117	0.961262	1.10012	3.71338
-19.862 10.9333677859	  0.161386	0.163846	0.180994	0.21079	0.354914	0.337296	0.362073	0.362837	0.369173	0.403522	0.478462	0.558839	0.647754	0.754995	0.941583	1.07607	3.56809
-19.861 10.6792543148	 0.160023	0.162451	0.179374	0.208754	0.350458	0.333175	0.357484	0.358241	0.364456	0.398132	0.471493	0.550057	0.636804	0.741257	0.922501	1.0528	3.43105
-19.86 10.4357166761	 0.158676	0.161073	0.177776	0.206748	0.346086	0.329129	0.352982	0.353732	0.35983	0.39285	0.464676	0.54148	0.626128	0.72789	0.90399	1.03028	3.30166
-19.859 10.2021025254	 0.157346	0.159713	0.176199	0.20477	0.341795	0.325157	0.348563	0.349308	0.355291	0.387673	0.458005	0.533102	0.615718	0.714881	0.88603	1.00846	3.17935
-19.858 9.97781210676	 0.156033	0.15837	0.174643	0.202821	0.337584	0.321256	0.344228	0.344966	0.350837	0.382596	0.451476	0.524916	0.605565	0.702216	0.868597	0.987328	3.06364
-19.857 9.76229312734	 0.154736	0.157044	0.173108	0.200899	0.333449	0.317424	0.339972	0.340704	0.346466	0.377619	0.445086	0.516917	0.59566	0.689883	0.851673	0.966851	2.95406
