-20 47.9311138821
-19.999 52.319541607
-19.998 57.2467637737
-19.997 62.77486315
-19.996 68.9638908381
-19.995 75.8650612793
-19.994 83.5101544692
-19.993 91.8961437887
-19.992 100.964661474
-19.991 110.577458492
-19.99 120.491850721
-19.989 130.344006633
-19.988 139.651214196
-19.987 147.843808064
-19.986 154.330246918
-19.985 158.585800916
-19.984 160.243206248
-19.983 159.160419606
-19.982 155.447450992
-19.981 149.445620391
-19.98 141.664369862
-19.979 132.69228534
-19.978 123.106771225
-19.977 113.40504723
-19.976 103.967836368
-19.975 95.0537274378
-19.974 86.8140635372
-19.973 79.3169935767
-19.972 72.5723156995
-19.971 66.5526537957
-19.97 61.2095136744
-19.969 56.4844664943
-19.968 52.3164006496
-19.967 48.6458965544
-19.966 45.41763456
-19.965 42.5815299358
-19.964 40.093085688
-19.963 37.9132927165
-19.962 36.0082896778
-19.961 34.3489144736
-19.96 32.9102261818
-19.959 31.6710422779
-19.958 30.6135148882
-19.957 29.7227571105
-19.956 28.9865230937
-19.955 28.3949415799
-19.954 27.9403006892
-19.953 27.6168810372
-19.952 27.4208343096
-19.951 27.3501048419
-19.95 27.404392367
-19.949 27.5851547399
-19.948 27.895650022
-19.947 28.3410176562
-19.946 28.9283984155
-19.945 29.6670920862
-19.944 30.5687500099
-19.943 31.647595976
-19.942 32.9206624586
-19.941 34.4080181906
-19.94 36.1329451101
-19.939 38.1219942842
-19.938 40.4048066911
-19.937 43.0135198002
-19.936 45.98148881
-19.935 49.3409297591
-19.934 53.1189497286
-19.933 57.331304277
-19.932 61.9732073466
-19.931 67.0067997453
-19.93 72.3457569093
-19.929 77.8393266951
-19.928 83.2609298712
-19.927 88.3095720901
-19.926 92.633425291
-19.925 95.880563875
-19.924 97.7700927887
-19.923 98.1619662679
-19.922 97.0966867429
-19.921 94.7861517327
-19.92 91.5601845938
-19.919 87.7932511089
-19.918 83.839281259
-19.917 79.9911060944
-19.916 76.4662440534
-19.915 73.4116259336
-19.914 70.9178583906
-19.913 69.0358267508
-19.912 67.7916173509
-19.911 67.1982152109
-19.91 67.26384112
-19.909 67.9973672046
-19.908 69.4113298357
-19.907 71.5228948302
-19.906 74.3528663182
-19.905 77.9225426101
-19.904 82.2479662572
-19.903 87.3309789847
-19.902 93.1466433583
-19.901 99.6273099289
-19.9 106.645225502
-19.899 113.998223766
-19.898 121.406057853
-19.897 128.526203068
-19.896 134.994094864
-19.895 140.481711046
-19.894 144.753960899
-19.893 147.695515958
-19.892 149.291783423
-19.891 149.573674048
-19.89 148.558993892
-19.889 146.226260428
-19.888 142.536986901
-19.887 137.492701934
-19.886 131.191765895
-19.885 123.851999052
-19.884 115.787165195
-19.883 107.351857517
-19.882 98.8819768076
-19.881 90.652360242
-19.88 82.8588219916
-19.879 75.6202845869
-19.878 68.9922564188
-19.877 62.9838949091
-19.876 57.5738795265
-19.875 52.7230496614
-19.874 48.3834883192
-19.873 44.5045477734
-19.872 41.0365541649
-19.871 37.932887121
-19.87 35.1509889758
-19.869 32.6527060802
-19.868 30.4042370048
-19.867 28.375866861
-19.866 26.5416000829
-19.865 24.8787592775
-19.864 23.3675888393
-19.863 21.9908838806
-19.862 20.7336539741
-19.861 19.5828246948
-19.86 18.5269763
-19.859 17.556116982
-19.858 16.6614872858
-19.857 15.8353920397
-19.856 15.0710562475
-19.855 14.362501657
-19.854 13.7044410623
-19.853 13.0921877556
-19.852 12.5215778893
-19.851 11.9889038267
-19.85 11.4908568397
-19.849 11.0244777613
-19.848 10.5871144088
-19.847 10.1763847803
-19.846 9.79014517558
-19.845 9.42646252841
-19.844 9.08359034168
-19.843 8.75994771465
-19.842 8.45410102596
-19.841 8.16474790319
-19.84 7.89070316486
-19.839 7.6308864672
-19.838 7.3843114271
-19.837 7.15007602627
-19.836 6.92735412915
-19.835 6.71538797128
-19.834 6.51348149456
-19.833 6.32099442337
-19.832 6.13733698971
-19.831 5.96196522809
-19.83 5.7943767716
-19.829 5.63410708941
-19.828 5.48072611395
-19.827 5.33383521265
-19.826 5.19306446474
-19.825 5.05807020879
-19.824 4.92853283076
-19.823 4.80415476601
-19.822 4.68465869227
-19.821 4.56978589285
-19.82 4.45929477213
-19.819 4.35295950749
-19.818 4.25056882345
-19.817 4.1519248756
-19.816 4.05684223331
-19.815 3.96514695124
-19.814 3.87667572101
-19.813 3.79127509528
-19.812 3.70880077703
-19.811 3.62911696819
-19.81 3.55209577177
-19.809 3.47761664261
-19.808 3.40556588233
-19.807 3.33583617437
-19.806 3.26832615563
-19.805 3.20294002135
-19.804 3.13958716036
-19.803 3.0781818181
-19.802 3.01864278492
-19.801 2.96089310757
-19.8 2.90485982198
-19.799 2.85047370543
-19.798 2.79766904663
-19.797 2.74638343213
-19.796 2.69655754788
-19.795 2.64813499459
-19.794 2.60106211591
-19.793 2.55528783835
-19.792 2.51076352203
-19.791 2.46744282148
-19.79 2.42528155572
-19.789 2.38423758679
-19.788 2.34427070634
-19.787 2.30534252941
-19.786 2.26741639512
-19.785 2.23045727357
-19.784 2.19443167863
-19.783 2.15930758618
-19.782 2.12505435729
-19.781 2.09164266623
-19.78 2.05904443273
-19.779 2.02723275838
-19.778 1.99618186677
-19.777 1.96586704715
-19.776 1.93626460148
-19.775 1.90735179437
