-19.932 0.0366191873511	 0.00955266	0.00947241	0.00369453	0.00237822	0.00236873	0.00302483	0.00306698	0.00300252
-19.931 0.0366807475761	   0.00957305	0.00949255	0.00369944	0.00238077	0.00237127	0.00302849	0.00307071	0.00300614
-19.93 0.036742475476	 0.00959351	0.00951276	0.00370437	0.00238333	0.00237381	0.00303215	0.00307446	0.00300976
-19.929 0.0368043716965	 0.00961404	0.00953303	0.0037093	0.00238588	0.00237636	0.00303582	0.00307821	0.0030134
-19.928 0.0368664368867	 0.00963463	0.00955337	0.00371425	0.00238845	0.00237891	0.0030395	0.00308196	0.00301703
-19.927 0.0369286716988	 0.00965529	0.00957377	0.0037192	0.00239101	0.00238147	0.00304318	0.00308573	0.00302068
-19.926 0.0369910767884	 0.00967601	0.00959423	0.00372417	0.00239358	0.00238403	0.00304687	0.0030895	0.00302433
-19.925 0.0370536528143	 0.0096968	0.00961476	0.00372914	0.00239616	0.00238659	0.00305057	0.00309327	0.00302799
-19.924 0.0371164004387	  0.00971766	0.00963536	0.00373413	0.00239874	0.00238916	0.00305427	0.00309706	0.00303166
-19.923 0.0371793203271	  0.00973859	0.00965602	0.00373912	0.00240132	0.00239173	0.00305798	0.00310085	0.00303533
-19.922 0.0372424131483	 0.00975958	0.00967675	0.00374413	0.00240391	0.0023943	0.0030617	0.00310465	0.00303901
-19.921 0.0373056795746	  0.00978064	0.00969755	0.00374914	0.0024065	0.00239688	0.00306542	0.00310845	0.00304269
-19.92 0.0373691202817	 0.00980177	0.00971842	0.00375417	0.00240909	0.00239947	0.00306915	0.00311226	0.00304638
-19.919 0.0374327359485	 0.00982297	0.00973935	0.0037592	0.00241169	0.00240206	0.00307289	0.00311608	0.00305008
-19.918 0.0374965272577	 0.00984424	0.00976035	0.00376424	0.0024143	0.00240465	0.00307664	0.00311991	0.00305379
-19.917 0.0375604948952	 0.00986557	0.00978141	0.0037693	0.00241691	0.00240724	0.00308039	0.00312374	0.0030575
-19.916 0.0376246395505	 0.00988698	0.00980255	0.00377437	0.00241952	0.00240984	0.00308415	0.00312758	0.00306122
-19.915 0.0376889619166	 0.00990845	0.00982375	0.00377944	0.00242214	0.00241245	0.00308791	0.00313143	0.00306495
-19.914 0.0377534626899	 0.00993	0.00984503	0.00378453	0.00242476	0.00241506	0.00309168	0.00313529	0.00306868
-19.913 0.0378181425706	 0.00995161	0.00986637	0.00378962	0.00242738	0.00241767	0.00309546	0.00313915	0.00307242
-19.912 0.0378830022623	 0.0099733	0.00988778	0.00379473	0.00243001	0.00242029	0.00309925	0.00314302	0.00307616
-19.911 0.0379480424722	 0.00999506	0.00990926	0.00379985	0.00243265	0.00242291	0.00310304	0.00314689	0.00307992
-19.91 0.0380132639113	 0.0100169	0.00993081	0.00380497	0.00243528	0.00242554	0.00310684	0.00315078	0.00308368
-19.909 0.0380786672939	 0.0100388	0.00995244	0.00381011	0.00243793	0.00242817	0.00311064	0.00315467	0.00308744
-19.908 0.0381442533384	 0.0100608	0.00997413	0.00381526	0.00244057	0.0024308	0.00311446	0.00315856	0.00309122
-19.907 0.0382100227666	 0.0100828	0.00999589	0.00382042	0.00244322	0.00243344	0.00311828	0.00316247	0.003095
-19.906 0.038275976304	 0.0101049	0.0100177	0.00382558	0.00244588	0.00243608	0.00312211	0.00316638	0.00309879
-19.905 0.03834211468	 0.0101271	0.0100396	0.00383076	0.00244854	0.00243873	0.00312594	0.0031703	0.00310258
-19.904 0.0384084386277	 0.0101494	0.0100616	0.00383595	0.0024512	0.00244138	0.00312978	0.00317423	0.00310638
-19.903 0.038474948884	 0.0101717	0.0100837	0.00384115	0.00245387	0.00244404	0.00313363	0.00317816	0.00311019
-19.902 0.0385416461894	 0.0101941	0.0101058	0.00384636	0.00245654	0.0024467	0.00313749	0.0031821	0.00311401
-19.901 0.0386085312886	 0.0102166	0.010128	0.00385159	0.00245922	0.00244937	0.00314135	0.00318605	0.00311783
-19.9 0.03867560493	 0.0102392	0.0101502	0.00385682	0.0024619	0.00245204	0.00314522	0.00319001	0.00312166
-19.899 0.0387428678657	 0.0102618	0.0101726	0.00386206	0.00246459	0.00245471	0.0031491	0.00319397	0.0031255
-19.898 0.038810320852	 0.0102845	0.010195	0.00386731	0.00246728	0.00245739	0.00315298	0.00319794	0.00312934
-19.897 0.0388779646488	 0.0103073	0.0102175	0.00387258	0.00246997	0.00246007	0.00315687	0.00320192	0.00313319
-19.896 0.0389458000204	 0.0103301	0.0102401	0.00387785	0.00247267	0.00246276	0.00316077	0.0032059	0.00313705
-19.895 0.0390138277348	  0.0103531	0.0102627	0.00388314	0.00247538	0.00246545	0.00316468	0.0032099	0.00314092
-19.894 0.0390820485639	 0.0103761	0.0102854	0.00388844	0.00247808	0.00246814	0.00316859	0.0032139	0.00314479
-19.893 0.0391504632838	 0.0103992	0.0103082	0.00389374	0.0024808	0.00247084	0.00317251	0.0032179	0.00314867
-19.892 0.0392190726748	 0.0104223	0.0103311	0.00389906	0.00248351	0.00247355	0.00317644	0.00322192	0.00315255
-19.891 0.0392878775211	     0.0104456	0.010354	0.00390439	0.00248623	0.00247626	0.00318037	0.00322594	0.00315645
-19.89 0.0393568786109	 0.0104689	0.010377	0.00390973	0.00248896	0.00247897	0.00318431	0.00322997	0.00316035
-19.889 0.0394260767368	 0.0104923	0.0104001	0.00391508	0.00249169	0.00248169	0.00318826	0.00323401	0.00316426
-19.888 0.0394954726954	 0.0105158	0.0104233	0.00392044	0.00249442	0.00248441	0.00319222	0.00323806	0.00316817
-19.887 0.0395650672876	 0.0105393	0.0104466	0.00392582	0.00249716	0.00248714	0.00319619	0.00324211	0.0031721
-19.886 0.0396348613184	  0.010563	0.0104699	0.0039312	0.00249991	0.00248987	0.00320016	0.00324617	0.00317603
-19.885 0.0397048555971	 0.0105867	0.0104933	0.0039366	0.00250266	0.0024926	0.00320414	0.00325024	0.00317996
-19.884 0.0397750509374	 0.0106105	0.0105168	0.003942	0.00250541	0.00249534	0.00320812	0.00325432	0.00318391
-19.883 0.0398454481572	 0.0106344	0.0105403	0.00394742	0.00250817	0.00249809	0.00321212	0.0032584	0.00318786
-19.882 0.0399160480785	 0.0106583	0.010564	0.00395285	0.00251093	0.00250084	0.00321612	0.00326249	0.00319182
-19.881 0.0399868515281	 0.0106824	0.0105877	0.00395829	0.00251369	0.00250359	0.00322013	0.00326659	0.00319579
-19.88 0.040057859337	 0.0107065	0.0106115	0.00396374	0.00251647	0.00250635	0.00322414	0.0032707	0.00319976
-19.879 0.0401290723404	 0.0107307	0.0106354	0.0039692	0.00251924	0.00250911	0.00322817	0.00327481	0.00320374
-19.878 0.0402004913783	 0.010755	0.0106594	0.00397467	0.00252202	0.00251188	0.0032322	0.00327893	0.00320773
-19.877 0.0402721172949	 0.0107793	0.0106834	0.00398016	0.00252481	0.00251465	0.00323624	0.00328306	0.00321173
-19.876 0.0403439509391	  0.0108038	0.0107075	0.00398566	0.0025276	0.00251743	0.00324028	0.0032872	0.00321573
-19.875 0.0404159931642	 0.0108283	0.0107317	0.00399116	0.00253039	0.00252021	0.00324434	0.00329135	0.00321974
-19.874 0.0404882448281	 0.0108529	0.010756	0.00399668	0.00253319	0.002523	0.0032484	0.0032955	0.00322376
-19.873 0.0405607067933	 0.0108776	0.0107804	0.00400221	0.00253599	0.00252579	0.00325247	0.00329966	0.00322779
-19.872 0.0406333799271	 0.0109024	0.0108049	0.00400775	0.0025388	0.00252858	0.00325655	0.00330383	0.00323182
-19.871 0.0407062651011	 0.0109273	0.0108294	0.00401331	0.00254161	0.00253138	0.00326063	0.00330801	0.00323586
-19.87 0.0407793631918	         0.0109522	0.010854	0.00401887	0.00254443	0.00253419	0.00326472	0.00331219	0.00323991
-19.869 0.0408526750804	 0.0109773	0.0108787	0.00402445	0.00254725	0.00253699	0.00326882	0.00331639	0.00324397
-19.868 0.0409262016528	 0.0110024	0.0109035	0.00403004	0.00255008	0.00253981	0.00327293	0.00332059	0.00324804
-19.867 0.0409999437999	 0.0110276	0.0109284	0.00403564	0.00255291	0.00254263	0.00327705	0.0033248	0.00325211
-19.866 0.041073902417	 0.0110529	0.0109534	0.00404125	0.00255575	0.00254545	0.00328117	0.00332901	0.00325619
-19.865 0.0411480784046	 0.0110783	0.0109784	0.00404687	0.00255859	0.00254828	0.0032853	0.00333324	0.00326027
-19.864 0.0412224726679	 0.0111038	0.0110035	0.00405251	0.00256143	0.00255111	0.00328944	0.00333747	0.00326437
-19.863 0.041297086117	 0.0111293	0.0110288	0.00405815	0.00256428	0.00255395	0.00329359	0.00334171	0.00326847
-19.862 0.0413719196671	 0.011155	0.0110541	0.00406381	0.00256714	0.00255679	0.00329774	0.00334596	0.00327258
-19.861 0.0414469742382	 0.0111807	0.0110795	0.00406948	0.00257	0.00255964	0.00330191	0.00335022	0.0032767
-19.86 0.0415222507554	    0.0112065	0.0111049	0.00407517	0.00257286	0.00256249	0.00330608	0.00335449	0.00328083
-19.859 0.0415977501488	 0.0112325	0.0111305	0.00408086	0.00257573	0.00256534	0.00331025	0.00335876	0.00328496
-19.858 0.0416734733536	 0.0112585	0.0111562	0.00408657	0.0025786	0.0025682	0.00331444	0.00336304	0.0032891
-19.857 0.04174942131	 0.0112846	0.0111819	0.00409228	0.00258148	0.00257107	0.00331864	0.00336733	0.00329325
-19.856 0.0418255949636	 0.0113107	0.0112077	0.00409801	0.00258437	0.00257394	0.00332284	0.00337163	0.00329741
-19.855 0.0419019952649	 0.011337	0.0112337	0.00410376	0.00258726	0.00257682	0.00332705	0.00337594	0.00330158
-19.854 0.0419786231698	 0.0113634	0.0112597	0.00410951	0.00259015	0.0025797	0.00333127	0.00338025	0.00330575
-19.853 0.0420554796393	 0.0113899	0.0112858	0.00411528	0.00259305	0.00258258	0.00333549	0.00338457	0.00330993
-19.852 0.0421325656397	 0.0114164	0.011312	0.00412106	0.00259595	0.00258547	0.00333973	0.00338891	0.00331412
-19.851 0.0422098821429	 0.0114431	0.0113383	0.00412685	0.00259886	0.00258837	0.00334397	0.00339325	0.00331832
-19.85 0.0422874301257	 0.0114698	0.0113647	0.00413265	0.00260177	0.00259127	0.00334822	0.00339759	0.00332252
-19.849 0.0423652105706	 0.0114966	0.0113911	0.00413846	0.00260469	0.00259417	0.00335248	0.00340195	0.00332673
-19.848 0.0424432244655	 0.0115236	0.0114177	0.00414429	0.00260761	0.00259708	0.00335674	0.00340631	0.00333096
-19.847 0.0425214728036	 0.0115506	0.0114443	0.00415013	0.00261054	0.00259999	0.00336102	0.00341069	0.00333518
-19.846 0.0425999565838	 0.0115777	0.0114711	0.00415598	0.00261347	0.00260291	0.0033653	0.00341507	0.00333942
-19.845 0.0426786768104	 0.0116049	0.0114979	0.00416185	0.00261641	0.00260584	0.00336959	0.00341946	0.00334367
-19.844 0.0427576344934	 0.0116322	0.0115249	0.00416772	0.00261935	0.00260877	0.00337389	0.00342386	0.00334792
-19.843 0.0428368306483	 0.0116596	0.0115519	0.00417361	0.0026223	0.0026117	0.0033782	0.00342826	0.00335218
-19.842 0.0429162662962	            0.0116872	0.011579	0.00417952	0.00262525	0.00261464	0.00338251	0.00343268	0.00335645
-19.841 0.0429959424641	 0.0117148	0.0116063	0.00418543	0.00262821	0.00261758	0.00338684	0.0034371	0.00336073
-19.84 0.0430758601846	 0.0117425	0.0116336	0.00419136	0.00263117	0.00262053	0.00339117	0.00344154	0.00336501
-19.839 0.043156020496	 0.0117703	0.011661	0.0041973	0.00263414	0.00262349	0.00339551	0.00344598	0.00336931
-19.838 0.0432364244426	 0.0117981	0.0116885	0.00420325	0.00263711	0.00262644	0.00339986	0.00345043	0.00337361
-19.837 0.0433170730745	 0.0118261	0.0117161	0.00420921	0.00264009	0.00262941	0.00340422	0.00345489	0.00337792
-19.836 0.0433979674474	 0.0118542	0.0117438	0.00421519	0.00264307	0.00263238	0.00340858	0.00345935	0.00338224
-19.835 0.0434791086234	 0.0118824	0.0117716	0.00422118	0.00264606	0.00263535	0.00341296	0.00346383	0.00338657
-19.834 0.0435604976702	 0.0119107	0.0117996	0.00422718	0.00264905	0.00263833	0.00341734	0.00346831	0.0033909
-19.833 0.0436421356617	 0.0119391	0.0118276	0.0042332	0.00265205	0.00264131	0.00342173	0.00347281	0.00339525
-19.832 0.0437240236778	                     0.0119676	0.0118557	0.00423923	0.00265505	0.0026443	0.00342613	0.00347731	0.0033996
-19.831 0.0438061628045	 0.0119962	0.0118839	0.00424527	0.00265806	0.0026473	0.00343054	0.00348182	0.00340396
-19.83 0.043888554134	 0.0120249	0.0119122	0.00425132	0.00266108	0.0026503	0.00343496	0.00348634	0.00340833
-19.829 0.0439711987645	 0.0120537	0.0119406	0.00425739	0.00266409	0.0026533	0.00343938	0.00349087	0.0034127
-19.828 0.0440540978007	 0.0120827	0.0119691	0.00426347	0.00266712	0.00265631	0.00344381	0.0034954	0.00341709
-19.827 0.0441372523533	 0.0121117	0.0119977	0.00426957	0.00267015	0.00265932	0.00344826	0.00349995	0.00342148
-19.826 0.0442206635394	 0.0121408	0.0120264	0.00427567	0.00267318	0.00266234	0.00345271	0.0035045	0.00342589
-19.825 0.0443043324826	 0.01217	0.0120552	0.00428179	0.00267622	0.00266537	0.00345717	0.00350907	0.0034303
-19.824 0.0443882603127	 0.0121994	0.0120842	0.00428792	0.00267926	0.0026684	0.00346163	0.00351364	0.00343472
-19.823 0.0444724481661	 0.0122288	0.0121132	0.00429407	0.00268231	0.00267143	0.00346611	0.00351822	0.00343915
-19.822 0.0445568971855	 0.0122583	0.0121423	0.00430023	0.00268537	0.00267447	0.0034706	0.00352281	0.00344358
-19.821 0.0446416085203	 0.012288	0.0121716	0.0043064	0.00268843	0.00267752	0.00347509	0.00352741	0.00344803
-19.82 0.0447265833265	 0.0123177	0.0122009	0.00431259	0.00269149	0.00268057	0.00347959	0.00353202	0.00345248
-19.819 0.0448118227667	 0.0123476	0.0122303	0.00431879	0.00269456	0.00268363	0.00348411	0.00353664	0.00345694
-19.818 0.04489732801	 0.0123776	0.0122599	0.004325	0.00269764	0.00268669	0.00348863	0.00354126	0.00346142
-19.817 0.0449831002324	 0.0124077	0.0122896	0.00433122	0.00270072	0.00268975	0.00349315	0.0035459	0.0034659
-19.816 0.0450691406167	 0.0124379	0.0123193	0.00433746	0.0027038	0.00269283	0.00349769	0.00355054	0.00347038
-19.815 0.0451554503524	  0.0124682	0.0123492	0.00434372	0.00270689	0.0026959	0.00350224	0.0035552	0.00347488
-19.814 0.045242030636	 0.0124986	0.0123792	0.00434998	0.00270999	0.00269898	0.00350679	0.00355986	0.00347939
-19.813 0.0453288826706	 0.0125291	0.0124093	0.00435626	0.00271309	0.00270207	0.00351136	0.00356453	0.0034839
-19.812 0.0454160076668	 0.0125598	0.0124395	0.00436256	0.0027162	0.00270516	0.00351593	0.00356921	0.00348843
-19.811 0.0455034068417	 0.0125905	0.0124698	0.00436886	0.00271931	0.00270826	0.00352052	0.0035739	0.00349296
-19.81 0.0455910814197	 0.0126214	0.0125002	0.00437518	0.00272243	0.00271137	0.00352511	0.0035786	0.0034975
-19.809 0.0456790326323	 0.0126523	0.0125308	0.00438152	0.00272555	0.00271448	0.00352971	0.00358331	0.00350205
-19.808 0.0457672617182	 0.0126834	0.0125614	0.00438787	0.00272868	0.00271759	0.00353432	0.00358803	0.00350661
-19.807 0.0458557699232	 0.0127146	0.0125922	0.00439423	0.00273181	0.00272071	0.00353893	0.00359276	0.00351118
-19.806 0.0459445585005	 0.012746	0.0126231	0.0044006	0.00273495	0.00272383	0.00354356	0.0035975	0.00351575
-19.805 0.0460336287104	 0.0127774	0.0126541	0.00440699	0.0027381	0.00272696	0.0035482	0.00360224	0.00352034
-19.804 0.0461229818209	 0.012809	0.0126852	0.0044134	0.00274125	0.0027301	0.00355284	0.003607	0.00352494
-19.803 0.0462126191072	 0.0128406	0.0127164	0.00441982	0.0027444	0.00273324	0.0035575	0.00361176	0.00352954
-19.802 0.046302541852	            0.0128724	0.0127477	0.00442625	0.00274757	0.00273639	0.00356216	0.00361654	0.00353415
-19.801 0.0463927513455	 0.0129043	0.0127792	0.00443269	0.00275073	0.00273954	0.00356684	0.00362132	0.00353877
-19.8 0.0464832488857	 0.0129364	0.0128107	0.00443915	0.0027539	0.0027427	0.00357152	0.00362612	0.0035434
-19.799 0.0465740357779	 0.0129685	0.0128424	0.00444563	0.00275708	0.00274586	0.00357621	0.00363092	0.00354804
-19.798 0.0466651133355	 0.0130008	0.0128742	0.00445212	0.00276026	0.00274903	0.00358091	0.00363573	0.00355269
-19.797 0.0467564828792	 0.0130332	0.0129061	0.00445862	0.00276345	0.0027522	0.00358562	0.00364055	0.00355735
-19.796 0.0468481457379	 0.0130657	0.0129382	0.00446513	0.00276665	0.00275538	0.00359034	0.00364539	0.00356202
-19.795 0.0469401032482	 0.0130983	0.0129703	0.00447167	0.00276985	0.00275856	0.00359507	0.00365023	0.0035667
-19.794 0.0470323567546	 0.013131	0.0130026	0.00447821	0.00277305	0.00276175	0.00359981	0.00365508	0.00357138
-19.793 0.0471249076096	 0.0131639	0.013035	0.00448477	0.00277626	0.00276495	0.00360455	0.00365994	0.00357608
-19.792 0.0472177571738	 0.0131969	0.0130675	0.00449134	0.00277948	0.00276815	0.00360931	0.00366481	0.00358078
-19.791 0.0473109068158	 0.01323	0.0131002	0.00449793	0.0027827	0.00277136	0.00361408	0.00366969	0.0035855
-19.79 0.0474043579124	 0.0132633	0.0131329	0.00450454	0.00278593	0.00277457	0.00361885	0.00367458	0.00359022
-19.789 0.0474981118488	 0.0132967	0.0131658	0.00451115	0.00278916	0.00277779	0.00362364	0.00367948	0.00359495
-19.788 0.047592170018	 0.0133302	0.0131988	0.00451778	0.0027924	0.00278101	0.00362843	0.00368439	0.00359969
-19.787 0.0476865338219	 0.0133638	0.013232	0.00452443	0.00279564	0.00278424	0.00363324	0.00368931	0.00360444
-19.786 0.0477812046704	 0.0133975	0.0132652	0.00453109	0.00279889	0.00278748	0.00363805	0.00369424	0.0036092
-19.785 0.0478761839821	 0.0134314	0.0132986	0.00453777	0.00280215	0.00279072	0.00364287	0.00369918	0.00361397
-19.784 0.0479714731839	 0.0134654	0.0133321	0.00454446	0.00280541	0.00279396	0.00364771	0.00370413	0.00361875
-19.783 0.0480670737114	 0.0134996	0.0133658	0.00455117	0.00280868	0.00279722	0.00365255	0.00370909	0.00362354
-19.782 0.048162987009	 0.0135338	0.0133995	0.00455789	0.00281195	0.00280047	0.0036574	0.00371406	0.00362834
-19.781 0.0482592145296	 0.0135682	0.0134334	0.00456462	0.00281523	0.00280374	0.00366226	0.00371903	0.00363315
-19.78 0.0483557577349	 0.0136028	0.0134674	0.00457137	0.00281851	0.00280701	0.00366713	0.00372402	0.00363797
-19.779 0.0484526180955	   0.0136374	0.0135016	0.00457814	0.0028218	0.00281028	0.00367202	0.00372902	0.00364279
-19.778 0.048549797091	 0.0136722	0.0135359	0.00458492	0.0028251	0.00281356	0.00367691	0.00373403	0.00364763
-19.777 0.0486472962097	 0.0137072	0.0135703	0.00459171	0.0028284	0.00281685	0.00368181	0.00373905	0.00365248
-19.776 0.0487451169493	   0.0137422	0.0136048	0.00459852	0.00283171	0.00282014	0.00368672	0.00374408	0.00365733
-19.775 0.0488432608163	 0.0137774	0.0136395	0.00460535	0.00283502	0.00282344	0.00369164	0.00374912	0.0036622
